LGA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
LGA54060,0,0,0,0,0,86,0,0,0,0,0,0,0,0,6,88,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,338,30,8,5,0,0,0,0,0,22,404,24,5,9,4,0,5,4,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,9,4,0,5,4,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,360,33,15,7,4,4,3,5,0,26,461
LGA54130,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,14,3,0,4,4,6,0,0,92,6,15,4,0,0,4,4,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,4,0,0,4,4,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,61,28,12,3,0,11,6,3,0,0,128
LGA54170,0,0,0,4,15,3684,198,76,11,9,18,32,11,7,103,4143,894,52,22,3,3,8,6,0,0,70,1045,185,3,0,0,0,0,0,0,0,18,209,81,6,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,266,14,4,3,0,0,0,0,0,20,302,3,0,0,0,0,0,0,0,0,0,4,1156,66,27,3,3,5,6,0,0,89,1355,27598,8696,6331,664,532,529,538,305,112,608,45919,5456,2512,2289,314,309,378,474,248,58,180,12205,505,138,142,20,27,43,87,45,3,28,1036,14,0,0,0,5,0,0,0,0,5,29,5975,2647,2434,339,344,415,563,293,63,205,13274,32,7,9,0,0,0,0,0,0,30,79,33598,11349,8768,1001,877,948,1102,595,178,852,59270
LGA54200,0,0,0,11,10,1605,43,11,3,0,4,0,5,0,62,1729,467,7,3,0,0,0,0,0,0,32,511,83,0,0,0,0,0,0,0,0,9,91,30,0,0,0,0,0,3,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,3,0,0,14,126,0,0,0,0,0,0,0,0,0,15,11,575,7,3,0,0,0,3,0,0,52,646,8263,1461,970,85,74,84,65,53,29,246,11330,1545,1626,1106,156,115,118,116,46,22,57,4914,145,124,80,20,11,8,43,28,4,13,482,5,0,4,0,0,0,0,0,0,0,12,1694,1751,1186,180,131,133,161,69,29,76,5405,4,0,0,6,0,0,0,0,0,41,52,9961,3212,2158,267,205,216,220,129,61,366,16791
LGA54280,0,0,0,0,3,130,14,3,0,0,0,4,0,0,12,157,27,0,0,0,0,0,0,0,0,3,32,12,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,5,47,1739,905,736,64,73,144,115,53,20,88,3939,382,754,807,114,153,189,251,94,48,39,2833,27,22,27,12,5,7,25,21,19,11,180,0,6,0,0,0,0,5,0,0,0,9,406,774,838,132,161,196,281,120,68,49,3023,3,5,0,0,0,0,0,0,0,29,38,2152,1689,1568,201,236,342,401,175,86,165,7005
LGA54310,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1084,505,415,43,37,36,60,27,15,54,2283,239,473,506,110,87,85,116,57,20,37,1726,15,23,24,5,7,8,17,10,3,5,107,0,5,0,0,0,0,0,0,0,0,5,251,494,533,114,93,97,133,69,17,45,1838,4,0,0,0,0,0,0,0,0,21,24,1333,1000,945,158,132,132,196,97,37,117,4135
LGA54340,0,0,0,0,0,51,0,5,0,0,0,0,0,0,0,55,11,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,14,228,32,27,5,3,9,3,6,4,28,344,52,89,58,14,10,26,9,15,28,19,315,15,77,27,18,9,17,7,4,6,3,183,0,0,0,0,0,0,0,0,4,0,4,69,172,86,33,11,41,21,24,35,26,511,4,0,0,0,0,0,0,0,0,7,6,296,197,116,31,18,53,20,25,40,60,865
LGA54410,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,10,0,0,0,0,6,0,6,89,10,3,5,11,0,4,6,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,11,0,4,6,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,75,6,20,6,0,3,6,6,0,5,137
LGA54480,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,0,0,0,3,0,0,0,27,0,7,4,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,26,6,6,0,0,5,3,0,0,0,51
LGA54550,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,22,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,100,14,20,10,0,11,3,0,0,8,164,10,18,9,9,0,8,3,6,5,0,75,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,14,18,19,9,0,8,6,6,4,0,82,0,0,0,0,0,0,0,0,0,6,6,113,31,37,17,6,16,9,6,7,16,252
LGA54620,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,9,4,0,0,4,0,6,5,74,9,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,45,13,9,4,0,5,4,0,6,5,91
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,3,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,3,0,0,0,0,3,46
LGA54760,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,43,10,3,0,0,0,0,0,0,3,58,3,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,46,14,8,0,0,0,4,0,0,3,69
LGA54830,0,0,0,3,6,662,19,17,0,0,3,15,0,0,26,758,206,0,0,0,0,0,0,0,0,8,224,18,0,0,0,0,0,0,0,0,3,26,15,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,4,4,245,7,0,0,0,0,0,0,0,14,264,4383,1495,1282,119,110,107,93,43,26,174,7828,1178,2542,2203,339,280,233,271,97,36,90,7260,120,129,124,29,33,41,71,40,3,14,594,0,0,10,0,0,0,0,0,0,4,22,1298,2664,2340,367,312,269,342,135,44,105,7879,0,6,0,0,0,0,0,0,0,199,208,5681,4169,3619,484,416,380,437,179,68,482,15915
LGA54900,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,59,9,23,3,0,0,0,0,0,5,108,11,15,11,3,0,0,3,5,4,0,55,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,15,15,3,0,0,3,5,0,0,58,0,0,0,0,0,0,0,0,0,0,0,66,24,40,8,3,0,6,4,0,5,167
LGA54970,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,26,16,4,4,3,10,0,5,0,148,12,22,9,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,22,9,0,0,0,6,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,92,48,27,6,5,0,9,0,5,8,202
LGA55040,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,39,23,4,5,8,10,0,6,10,191,20,24,22,5,4,3,3,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,24,22,5,11,3,3,3,0,4,89,0,0,0,0,0,0,0,0,0,0,4,106,60,40,14,12,10,15,3,6,14,291
LGA55110,0,0,0,13,17,2676,82,60,13,0,3,13,6,0,100,2962,650,11,6,0,0,0,0,0,0,46,714,56,0,4,0,0,0,0,0,0,7,68,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,0,7,79,5,0,0,0,0,0,0,0,0,11,16,716,14,12,0,0,0,0,0,0,63,805,12179,3484,2611,270,185,193,226,99,60,457,19763,1122,1247,1307,185,150,206,214,71,29,75,4610,63,58,63,16,16,25,45,18,11,13,333,7,4,3,7,0,0,0,0,0,0,14,1189,1305,1377,200,168,233,260,90,43,91,4958,17,6,3,0,0,0,0,0,0,39,63,13386,4796,3986,474,359,424,480,187,102,590,24791
LGA55180,0,0,0,0,0,175,0,3,0,0,0,0,0,0,8,185,34,0,0,0,0,0,0,0,0,0,39,15,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,8,70,806,62,61,0,4,7,17,9,5,50,1032,108,44,55,4,15,24,37,13,6,31,342,13,5,10,0,6,7,15,3,0,4,58,0,0,0,0,0,0,0,0,0,0,4,122,52,69,4,19,30,56,15,10,32,411,4,0,0,0,0,0,0,0,0,0,7,930,112,135,7,24,35,72,25,16,81,1445
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,9,6,0,6,0,0,0,4,84,4,14,14,8,0,4,24,5,3,3,78,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,17,14,8,0,6,25,5,3,5,86,0,0,0,0,0,0,0,0,0,0,0,51,28,26,9,0,12,28,5,6,12,174
LGA55320,0,0,0,3,9,2781,78,49,8,11,6,19,17,0,74,3052,713,20,13,0,0,0,0,0,0,41,790,247,5,9,0,0,0,0,0,0,27,284,119,8,3,0,0,0,3,0,0,5,144,0,0,5,0,0,0,0,0,0,0,5,370,10,13,0,0,0,3,0,0,29,426,6,0,0,0,0,0,0,0,0,3,6,1089,24,21,0,0,0,3,0,0,73,1220,13544,2453,1780,220,228,236,240,172,65,346,19288,7013,2687,2489,475,480,462,542,326,57,184,14718,767,235,236,56,48,47,122,93,14,53,1668,12,0,0,0,0,0,5,3,0,4,29,7791,2926,2725,529,529,508,662,417,78,243,16412,16,6,3,0,0,0,0,0,0,29,53,21353,5384,4512,746,758,744,900,596,141,618,35752
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,13,0,0,4,0,3,0,4,63,4,10,5,0,0,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,5,4,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,36,18,18,0,0,8,3,0,0,0,89
LGA55460,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,192,24,15,3,0,3,3,0,0,9,256,20,16,31,17,3,0,4,0,0,10,103,0,0,4,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,20,16,28,20,3,0,6,4,0,11,111,0,0,0,0,0,0,0,0,0,0,0,216,41,49,19,8,4,5,4,0,20,365
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,0,0,0,0,0,0,23
LGA55600,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,133,25,15,3,0,3,5,0,3,5,188,17,13,9,3,5,0,3,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,20,18,12,3,5,0,3,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,148,37,29,3,5,0,11,3,3,8,253
LGA55670,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,32,0,3,0,0,0,0,0,0,3,44,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,35,3,4,0,0,0,0,0,0,3,56
LGA55740,0,0,0,0,0,180,3,5,0,0,0,4,0,0,9,196,35,3,0,0,0,0,0,0,4,0,42,10,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,4,0,64,1166,281,232,33,42,27,69,49,22,33,1950,318,152,158,31,36,63,110,34,4,22,928,32,7,8,3,3,0,10,4,0,4,70,0,0,0,0,0,0,0,0,0,0,3,345,156,168,36,42,60,129,30,4,27,1002,0,0,0,0,0,0,0,0,0,0,0,1510,437,396,67,81,89,196,79,24,58,2948
LGA55810,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,6,0,0,3,0,0,0,0,60,7,4,5,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,49,11,12,0,0,3,5,0,0,4,82
LGA55880,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,28,5,6,0,0,0,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,31,6,6,0,0,0,0,0,0,0,41
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,4,0,0,0,0,0,0,5,41,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28,7,6,0,0,0,0,0,0,8,52
LGA56090,0,0,0,15,15,1028,21,16,0,0,0,0,0,0,38,1094,227,0,3,0,0,0,0,0,0,17,245,48,0,0,0,0,0,0,0,0,0,52,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,23,30,286,0,3,0,0,0,0,0,0,47,339,5709,845,525,52,32,32,43,31,14,131,7425,681,331,219,40,21,24,22,17,10,33,1398,42,35,10,3,4,12,4,0,0,0,119,0,0,0,0,0,0,0,0,0,0,3,722,365,230,44,22,32,25,19,7,34,1514,6,0,0,0,0,0,0,0,0,402,409,6443,1215,757,98,59,64,68,47,28,570,9352
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
LGA56230,0,0,0,0,0,468,13,0,0,0,0,6,0,0,25,512,106,3,0,0,0,0,0,0,0,0,113,4,0,0,0,0,0,0,0,0,16,19,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,23,3,0,0,0,0,0,0,0,0,6,3,114,4,0,0,0,0,0,0,0,22,136,2124,308,198,15,7,3,12,0,5,99,2771,123,113,70,11,14,13,16,3,0,28,397,14,7,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,141,116,68,11,19,18,16,7,0,29,423,3,0,0,0,0,0,0,0,0,4,8,2263,428,266,26,30,22,28,7,10,131,3207
