LGA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA54170,6201,148,15,6367,33,7,0,0,42,0,0,0,43,7,0,45,143,12,4,0,160,0,0,0,158,3,0,163,178,21,0,0,199,3,0,3,201,4,0,209,5605,565,136,48,6343,48,11,64,6404,155,15,6575,1055,100,44,19,1215,12,5,20,1233,57,0,1290,19,3,0,5,25,0,0,0,25,0,14,39,6675,670,177,69,7584,62,14,73,7660,213,30,7908,1368,143,30,5,1543,16,0,18,1559,58,0,1620,2189,174,36,9,2411,22,0,29,2438,50,3,2492,46,4,10,0,56,4,0,4,59,0,0,62,12,0,0,15,25,0,0,0,25,0,6,31,3618,319,77,27,4048,44,9,44,4091,106,12,4209,20,6,3,0,27,3,0,3,29,0,0,29,66,13,3,0,81,0,0,0,86,10,0,95,87,19,6,0,112,5,0,5,117,10,0,121,3705,339,83,26,4155,46,9,49,4208,118,12,4333,561,42,15,5
LGA54200,1979,49,5,2031,11,3,0,0,10,0,0,0,15,0,0,14,43,4,3,0,54,0,0,0,54,0,0,54,53,4,3,0,64,0,0,0,65,0,0,64,1768,201,44,17,2035,5,8,12,2043,50,5,2097,492,49,24,13,575,19,5,27,603,38,0,645,9,0,0,12,15,0,0,0,15,0,6,21,2263,253,72,40,2628,25,13,35,2661,89,14,2763,421,45,4,3,473,4,8,10,487,24,0,509,682,83,22,3,792,0,0,0,792,10,0,801,25,0,6,0,37,0,0,0,37,3,0,39,0,0,0,4,8,0,0,0,8,0,0,8,1129,131,36,11,1309,3,8,7,1321,39,0,1355,6,5,0,0,5,3,0,3,12,0,0,12,19,3,0,0,19,0,0,0,19,0,0,19,23,4,0,0,31,3,0,3,29,0,0,29,1152,135,36,11,1339,6,8,14,1354,39,0,1386,217,28,10,11
LGA54280,1084,21,3,1106,10,0,0,0,10,0,0,0,10,0,0,10,10,3,0,0,11,3,0,0,17,0,0,17,20,3,0,0,24,3,0,0,28,0,0,28,991,69,31,5,1099,14,3,15,1115,21,3,1134,275,16,8,6,312,16,0,16,326,30,5,357,8,0,0,3,14,0,0,0,14,0,13,24,1279,89,33,25,1425,28,3,31,1451,47,20,1516,264,14,7,4,291,5,0,5,300,10,0,304,236,24,9,5,270,4,0,4,279,11,0,281,10,3,0,0,14,0,0,0,14,3,0,18,0,0,0,0,3,0,0,0,3,0,0,4,519,43,13,12,580,6,0,6,588,17,0,612,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,18,0,0,0,17,0,0,17,12,3,0,0,18,0,0,0,17,0,0,17,530,43,13,9,595,7,0,7,606,17,0,625,113,11,4,6
LGA54310,1095,24,0,1116,10,0,0,0,6,0,0,0,9,0,0,9,13,0,0,0,11,0,0,0,11,0,0,11,21,0,0,0,24,0,0,0,25,0,0,25,958,74,56,22,1113,8,0,8,1119,24,0,1140,219,14,17,11,260,4,0,4,265,19,0,286,0,0,0,0,4,0,0,0,4,0,4,7,1177,87,73,34,1379,13,0,13,1388,42,9,1433,268,16,11,0,296,3,0,3,301,6,0,309,253,17,18,0,292,0,0,0,292,5,0,288,7,0,4,0,13,0,0,0,13,0,0,13,4,0,0,0,3,0,0,0,3,0,0,3,533,34,32,5,602,3,0,3,606,13,0,616,10,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,5,0,0,0,5,0,0,5,11,0,0,0,15,0,0,0,11,0,0,11,550,34,32,3,617,0,0,0,619,13,0,628,82,3,6,0
LGA54340,95,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,9,0,6,93,3,0,8,99,13,0,110,38,4,4,0,45,0,0,0,45,4,0,47,0,0,0,0,0,0,0,0,0,0,4,3,112,19,3,6,140,3,0,8,144,17,4,164,19,3,0,0,28,0,0,0,28,4,0,26,38,7,0,0,45,0,0,0,45,0,0,45,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,13,0,0,74,0,0,0,74,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,62,13,0,0,75,0,0,0,80,8,0,79,16,3,0,0
LGA54410,19,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,19,0,0,0,19,4,0,25,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,28,0,0,0,28,0,0,30,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,7,0,0,0,7,0,0,4,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,14,0,0,0,14,0,0,13,0,0,0,0
LGA54480,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,34,0,0,0,34,0,0,34,12,0,0,0,12,0,0,0,12,0,0,12,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0
LGA54550,106,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,19,0,0,105,0,0,0,106,0,0,109,14,0,0,0,16,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,97,19,3,0,120,0,0,0,118,3,0,124,24,0,0,0,18,0,0,0,18,0,0,22,27,0,0,0,27,0,0,0,22,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,51,0,0,0,53,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,51,0,0,0,53,5,0,55,4,0,0,0
LGA54620,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,29,0,0,0,29,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,34,0,0,0,34,0,0,34,9,0,0,0,9,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,15,0,0,15,3,0,0,0
LGA54690,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,4,0,0,0,4,0,0,4,24,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,8,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,13,4,0,15,3,0,0,0
LGA54760,37,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,37,0,0,0,37,0,0,41,8,0,0,0,8,0,0,0,8,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,48,0,0,0,48,4,0,52,10,0,0,0,10,0,0,0,10,0,0,10,20,0,0,0,21,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,30,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,30,0,0,29,0,0,0,0
LGA54830,1513,63,7,1578,24,6,3,0,23,3,0,3,28,4,0,32,60,6,3,0,72,0,0,3,76,0,0,78,84,8,3,0,102,0,0,4,105,8,0,110,1375,146,46,29,1596,18,3,22,1619,68,7,1691,463,60,23,21,570,29,4,29,599,66,0,671,0,0,0,8,7,0,0,0,7,0,13,19,1832,204,73,58,2171,50,5,53,2227,138,19,2380,299,29,6,4,339,11,0,11,345,13,0,359,349,36,16,3,402,7,0,10,413,13,0,422,9,0,3,4,11,0,0,0,11,0,0,15,3,0,0,3,8,0,0,0,8,0,4,13,658,67,22,12,761,15,0,18,777,25,4,808,14,0,0,0,14,0,0,0,17,0,0,16,33,4,0,0,37,0,0,0,37,3,0,45,45,3,0,0,51,0,0,0,58,5,0,59,709,71,22,12,810,20,0,20,832,34,4,865,196,25,7,8
LGA54900,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,58,0,0,0,58,0,0,58,13,0,0,0,12,0,0,0,12,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,77,0,0,0,77,5,0,74,13,0,0,0,18,0,0,0,18,0,0,18,14,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,32,0,0,0,32,0,0,32,3,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,7,0,43,0,0,0,43,0,0,43,7,0,0,0,9,0,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,14,7,0,55,0,0,0,55,4,0,59,4,0,0,0,9,0,0,0,9,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,12,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,11,0,0,0,11,0,0,13,0,0,0,0
LGA55110,1945,83,3,2035,12,7,0,3,25,3,0,9,32,4,0,33,37,6,0,5,46,3,0,3,49,0,0,52,50,10,0,7,71,6,3,9,80,6,0,82,1666,192,87,42,1981,38,8,41,2027,84,3,2119,554,90,37,30,714,12,0,14,728,101,3,826,3,0,0,4,10,0,0,0,10,0,18,23,2224,284,120,78,2706,44,11,56,2762,185,25,2971,446,57,20,3,528,5,0,5,532,38,0,570,634,80,21,8,748,13,5,10,760,25,6,790,30,0,12,0,38,6,0,6,41,3,0,46,0,0,0,6,10,0,0,0,10,5,0,12,1110,146,52,19,1324,18,5,21,1343,70,6,1420,18,0,0,0,23,0,0,0,24,0,0,25,22,0,0,0,23,0,0,6,23,0,0,23,35,5,0,3,46,3,0,5,49,0,0,52,1146,147,52,22,1368,27,3,28,1400,73,6,1473,276,40,27,11
LGA55180,243,15,0,258,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,13,0,0,0,13,0,0,13,207,27,11,3,249,0,0,0,255,15,0,265,36,5,5,8,48,4,0,4,52,9,0,65,0,0,0,0,0,0,0,0,0,4,7,10,244,31,12,9,298,4,0,5,302,24,4,337,47,14,0,0,59,0,0,0,59,0,0,61,70,17,3,0,90,0,0,0,89,6,0,98,0,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,120,25,7,0,153,0,0,0,155,9,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,25,7,0,161,0,0,0,157,9,0,166,23,0,4,0
LGA55250,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,8,0,0,8,9,0,0,0,9,0,0,0,6,10,0,14,0,0,0,0,0,0,0,0,0,0,5,5,6,3,0,0,10,0,0,0,13,10,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0
LGA55320,3813,92,4,3913,29,8,0,0,34,3,0,9,41,3,0,44,95,8,0,0,109,8,0,8,119,4,0,123,126,16,0,0,140,13,0,18,157,10,0,166,3457,377,50,24,3913,53,9,61,3970,104,4,4079,722,73,24,17,835,14,4,17,852,60,0,909,0,0,0,7,5,0,0,0,5,0,12,12,4179,448,68,49,4748,66,13,75,4825,158,14,5001,804,85,12,3,908,16,5,19,930,54,0,983,1248,111,22,11,1378,22,0,19,1397,30,7,1440,21,6,0,0,28,0,0,0,28,0,0,28,7,0,0,9,10,0,0,0,10,0,0,12,2082,202,32,19,2330,36,11,38,2371,86,9,2462,14,4,0,0,21,0,0,3,28,3,0,27,48,3,0,0,52,3,0,3,59,0,0,54,69,7,0,0,72,4,0,7,84,3,0,87,2143,205,32,22,2406,40,12,49,2455,84,9,2545,386,29,10,10
LGA55390,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,93,6,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,85,9,0,0,94,0,0,3,96,6,0,102,17,3,0,0,19,3,0,3,23,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,102,18,0,0,113,0,0,3,120,4,0,126,19,0,0,0,19,0,0,0,19,0,0,19,43,0,0,0,45,3,0,3,43,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,66,3,0,3,65,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,64,3,0,3,67,0,0,64,5,0,0,0
LGA55530,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0
LGA55600,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,5,0,0,5,58,0,0,4,58,0,0,0,63,0,0,63,9,0,0,0,13,0,0,0,9,0,0,16,0,4,0,0,4,0,0,0,4,0,0,4,66,4,0,0,74,0,0,6,78,0,0,75,16,0,0,0,16,0,0,0,16,0,0,15,24,0,0,0,26,0,0,0,29,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,44,0,0,0,43,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,44,0,0,0,43,3,0,52,3,0,0,0
LGA55670,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,19,0,0,21,7,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,11,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,21,0,0,0,0
LGA55740,310,7,0,319,5,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,8,0,0,0,17,0,0,16,11,0,0,0,15,0,0,0,20,0,0,19,273,32,4,7,317,6,0,6,325,11,0,334,68,9,3,5,81,3,0,3,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,339,43,9,4,399,9,0,9,408,11,0,420,75,7,0,0,85,0,0,0,85,0,0,91,96,15,3,0,113,7,0,7,114,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,25,3,0,194,7,0,7,199,4,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,0,8,4,0,9,176,25,3,0,204,3,0,3,208,7,0,217,48,0,0,0
