LGA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
LGA54970,3,3,9,0,0,25,46,73,13,0,66,35,8,11,41,0,42,585,25,839,0,0,0,0,0,0,0,0,0,0,0,8,461,470,46,82,16,3,82,43,10,22,47,3,50,595,491,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,7,3,0,0,6,0,3,10,0,22,3,3,6,0,4,3,0,5,6,0,3,15,0,26,44,71,12,3,76,40,9,18,37,4,41,482,23,722,0,0,0,0,0,0,0,0,0,0,0,4,438,447,46,74,16,3,82,38,10,22,47,3,41,500,461,1197
LGA55040,8,3,7,0,0,30,50,94,16,0,36,18,7,14,69,7,44,757,46,1048,0,0,0,0,0,0,0,0,0,0,0,10,494,505,56,100,13,6,48,27,8,14,81,9,54,767,542,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,4,3,3,0,4,12,0,25,4,4,0,0,3,0,4,3,3,0,4,12,0,25,50,82,15,4,44,23,10,7,72,6,44,568,38,848,0,0,0,0,0,0,0,0,0,0,0,5,445,454,57,84,13,6,48,27,8,12,72,9,46,589,489,1324
LGA55110,1814,527,2219,427,137,5954,8590,6531,2906,132,4195,3685,675,1619,7025,682,5477,48201,3151,78949,124,69,51,21,59,70,12,29,61,23,70,330,4757,5406,10954,7453,3694,753,5275,5018,1052,2412,8896,1235,7770,48956,8049,90306,14,11,5,0,6,3,3,0,22,0,11,104,3,163,881,231,407,88,527,639,127,258,487,135,442,1024,87,3222,894,245,410,88,532,639,132,262,510,135,456,1129,97,3380,9866,6108,3215,616,4649,4268,893,2077,7910,1059,6473,35223,2527,66519,167,74,52,55,76,95,15,54,112,35,79,274,4059,4728,10933,6423,3677,753,5251,4998,1034,2388,8530,1227,7009,36632,6684,74628
LGA55180,174,32,230,49,13,584,771,620,253,9,363,310,42,139,691,61,475,4970,272,7808,11,3,7,0,11,5,0,0,13,0,9,51,625,707,982,714,312,81,491,411,70,192,869,89,714,5070,903,9093,0,0,0,0,0,0,0,0,0,0,0,7,0,7,56,18,22,3,37,38,0,18,36,8,37,69,12,231,63,18,22,3,37,38,0,18,37,8,37,74,12,239,897,581,293,74,442,360,62,168,796,85,627,3784,228,6766,28,13,0,7,12,14,3,3,19,8,12,35,530,607,982,613,310,81,492,411,70,193,852,89,671,3892,763,7617
LGA55250,0,3,9,0,0,16,35,48,13,4,65,48,5,10,54,4,37,643,29,889,4,3,0,0,0,0,0,0,0,0,0,5,285,295,43,56,16,5,75,51,11,22,53,6,40,650,315,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,20,0,0,0,0,0,6,0,0,0,0,0,4,0,17,43,56,15,9,67,39,11,15,46,10,31,492,21,724,0,0,0,0,3,3,0,0,0,4,0,12,263,283,43,54,16,5,72,50,11,22,52,6,36,515,287,1028
LGA55320,1066,359,1783,493,113,4868,6296,6188,2749,131,3260,3225,499,966,6472,472,6418,64915,2835,94713,68,48,23,32,35,48,4,13,70,11,60,464,3213,3944,7847,6689,3314,969,3959,4160,733,1391,7608,846,8259,65863,6170,103523,5,9,6,0,5,3,0,0,6,0,7,143,3,185,469,134,260,52,248,377,64,135,280,78,286,920,61,2336,473,142,263,52,254,377,64,135,286,78,295,1064,63,2516,7213,5643,2999,764,3625,3671,645,1216,6919,736,7057,49412,2393,79686,130,34,33,152,49,89,19,22,87,27,146,251,2792,3404,7823,5824,3294,973,3931,4140,729,1370,7295,841,7500,50721,5252,85614
LGA55390,0,0,6,5,0,13,18,23,5,0,20,6,0,6,19,0,15,264,13,358,0,0,0,0,0,0,0,0,0,0,0,0,153,153,23,23,5,0,23,6,0,9,18,0,21,269,160,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,10,22,20,5,0,22,9,0,9,16,0,21,225,10,325,0,4,0,0,0,0,0,0,0,0,0,6,149,161,23,23,5,0,23,6,0,9,18,0,21,236,160,492
LGA55460,48,18,59,13,0,177,236,241,70,0,143,102,16,50,211,12,139,1659,87,2575,3,0,0,0,0,0,0,0,4,0,0,14,341,365,308,280,95,20,173,131,32,76,266,30,199,1692,431,3119,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,10,4,6,9,16,0,11,7,0,12,24,4,78,16,10,4,6,9,16,0,11,7,0,12,26,4,82,285,227,86,21,160,114,28,62,245,30,167,1195,64,2139,4,3,0,0,0,0,0,0,8,0,0,13,287,313,308,246,96,20,173,131,32,68,263,31,179,1237,355,2528
LGA55530,3,0,4,3,0,12,29,27,8,0,22,12,0,5,11,0,15,216,16,333,0,0,0,0,0,0,0,0,0,0,0,0,60,65,34,27,9,0,23,14,7,4,15,3,27,224,74,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,8,0,9,4,0,3,0,0,0,0,0,0,0,4,8,0,9,34,22,10,0,21,16,0,5,13,3,22,146,15,260,0,0,0,0,5,0,0,0,0,0,0,3,56,59,34,26,9,0,23,14,7,4,15,3,27,151,69,331
LGA55600,30,7,27,7,5,107,172,186,51,4,101,84,17,26,146,22,98,1202,66,1895,4,4,0,0,0,0,0,0,5,0,0,23,253,290,210,197,64,24,123,105,23,38,184,26,127,1233,323,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,16,7,0,4,6,3,4,16,3,53,5,4,0,0,16,7,0,4,6,3,4,16,3,53,195,160,57,22,108,93,25,32,165,24,106,884,53,1575,4,0,3,4,0,5,0,0,5,0,0,13,202,228,205,168,64,24,118,105,23,38,174,26,113,911,264,1851
LGA55670,9,0,8,0,0,33,49,47,17,0,33,15,7,3,34,10,30,300,20,494,0,0,0,0,0,0,0,0,0,0,0,9,125,136,60,58,20,10,39,26,16,7,45,10,45,310,151,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,4,0,16,4,4,0,0,0,0,0,0,4,0,0,4,0,16,55,46,16,10,36,23,11,7,38,10,43,210,16,398,0,0,0,0,0,0,0,0,0,0,0,9,92,98,60,51,19,10,39,30,16,7,40,10,43,222,108,506
LGA55740,124,39,178,38,9,403,512,510,261,10,191,263,28,81,605,57,480,5815,253,8254,9,3,5,0,4,5,0,0,4,0,5,37,444,511,614,552,314,87,251,345,43,123,738,94,664,5892,712,9169,0,0,0,0,0,0,0,0,0,0,0,19,0,22,29,5,20,0,13,35,5,16,14,13,27,66,3,161,25,5,20,0,14,35,5,16,14,13,26,81,3,187,572,495,291,83,226,302,40,110,689,82,588,4458,223,7004,6,0,5,0,0,6,0,0,3,0,3,22,391,438,606,502,315,87,243,345,43,123,702,94,618,4565,617,7622
LGA55810,7,4,10,0,0,23,31,25,9,0,20,16,9,16,30,0,17,197,12,314,0,0,0,0,0,0,0,0,0,0,0,0,315,311,32,29,15,5,25,20,13,20,37,9,24,199,322,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,0,0,3,4,0,4,0,18,5,0,0,0,4,6,3,5,7,3,0,4,0,16,31,26,13,0,15,16,8,14,30,4,14,157,9,265,0,0,0,0,0,0,0,0,0,0,0,5,245,247,32,27,15,5,25,20,13,20,35,9,13,157,252,531
LGA55880,12,0,9,0,0,31,31,41,14,0,23,21,0,0,27,3,17,246,17,386,0,0,0,0,0,0,0,0,0,0,0,0,39,44,40,48,18,4,25,28,0,8,36,3,25,249,53,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,12,5,0,0,0,0,3,0,0,0,0,0,3,0,12,34,42,15,4,27,27,0,8,38,0,23,181,11,332,0,0,0,0,0,0,0,0,0,0,0,0,35,39,40,45,20,4,27,28,0,8,36,3,23,187,48,385
LGA55950,7,3,10,0,0,20,38,52,6,0,18,17,0,7,36,0,40,324,15,489,0,0,0,0,0,0,0,0,0,0,0,6,67,73,44,54,6,0,27,21,0,12,41,4,51,330,82,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,9,0,0,0,0,0,0,0,0,0,0,3,10,0,9,41,52,7,0,20,17,0,11,38,4,42,233,14,397,0,0,0,0,0,0,0,0,0,0,0,0,53,49,44,53,6,0,27,21,0,12,38,4,42,233,65,459
LGA56090,450,155,676,190,27,1731,2988,2874,1117,44,1414,1254,201,559,2979,198,2508,21279,1206,33730,38,26,23,53,18,27,8,8,54,4,99,151,3381,3705,3532,3132,1357,277,1679,1583,296,739,3479,360,3283,21620,4615,39166,6,0,0,0,0,0,0,0,7,0,0,31,3,44,238,91,98,7,112,146,25,82,130,28,142,429,42,1077,241,91,98,7,116,146,25,88,139,28,138,457,43,1118,3230,2597,1229,182,1509,1392,251,627,3109,315,2698,15810,982,28041,56,31,30,84,41,37,17,21,68,11,128,92,3153,3467,3528,2715,1352,277,1658,1576,290,730,3316,361,2963,16362,4179,32630
LGA56160,0,0,0,0,0,6,0,8,0,0,3,0,0,0,6,0,5,58,7,84,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,10,7,0,3,0,0,0,9,0,5,61,14,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,7,0,5,40,0,68,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,7,0,3,0,0,0,7,0,5,38,6,72
LGA56230,310,95,415,92,86,1153,1709,1389,603,25,818,673,149,385,1481,128,1054,9342,645,15595,20,5,8,0,8,6,3,3,15,5,11,86,1185,1315,2097,1555,776,84,1035,878,210,538,1803,222,1480,9524,1912,18068,0,0,0,0,0,0,0,0,0,0,3,27,0,37,171,56,93,11,99,109,31,55,126,31,100,224,16,668,172,55,93,11,96,110,31,55,130,31,97,245,16,705,1905,1262,668,70,910,751,181,463,1549,188,1200,6745,510,12924,23,14,9,0,13,12,0,9,13,0,11,46,1061,1159,2097,1335,770,80,1028,873,209,530,1691,221,1309,7039,1585,14791
LGA56300,29,3,31,3,0,72,168,113,53,5,69,67,8,30,130,16,88,727,54,1264,6,0,0,0,0,0,0,0,0,0,0,8,187,210,196,124,60,5,78,81,11,41,153,22,119,743,242,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,3,0,9,12,0,6,12,3,4,29,5,68,20,8,3,0,9,12,0,6,12,3,4,32,5,71,171,102,57,8,72,69,10,29,131,15,103,566,41,1089,5,5,0,0,0,0,0,0,5,0,0,6,153,173,196,115,60,5,78,81,11,41,151,22,116,599,198,1330
LGA56370,5,3,7,0,0,26,65,58,22,4,29,25,5,18,43,4,25,412,27,641,0,0,0,0,0,0,0,0,0,0,0,4,115,124,73,65,27,8,32,27,7,15,50,11,28,421,143,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,8,0,4,4,0,0,9,0,22,7,0,0,0,4,8,0,4,4,0,0,9,0,22,66,56,24,8,31,19,7,10,40,9,27,287,16,508,3,0,0,0,0,0,0,0,0,0,0,0,104,105,73,59,27,8,32,27,7,14,45,11,26,303,120,641
LGA56460,110,29,157,17,6,307,383,314,91,12,194,179,21,62,362,30,253,2536,181,3993,0,3,0,0,3,6,0,3,6,0,4,29,434,479,505,375,130,71,259,257,39,109,473,52,408,2587,613,4779,0,0,0,0,0,0,0,0,0,0,0,4,0,6,18,4,7,0,12,21,4,6,10,0,10,35,0,89,18,4,7,0,12,22,4,6,10,0,10,37,0,87,456,333,112,48,234,206,33,96,415,44,335,1890,144,3437,34,5,8,22,12,25,6,5,36,15,44,23,342,425,507,344,130,67,261,253,39,106,455,52,391,1954,490,3953
LGA56580,185,64,341,89,15,826,1318,1390,702,18,526,746,97,157,1267,100,1415,14182,611,20581,11,7,4,0,3,7,0,0,5,3,11,83,615,728,1549,1466,803,149,637,912,138,219,1458,163,1765,14348,1237,22132,14,9,3,0,0,0,0,0,18,3,7,163,7,214,62,33,48,6,34,75,6,11,28,11,46,177,14,421,82,37,48,6,35,78,6,11,50,17,54,348,20,637,1446,1213,737,136,589,810,122,198,1323,146,1499,10415,486,16668,10,6,7,7,10,15,4,0,14,5,7,41,544,635,1540,1256,798,149,633,907,133,215,1382,166,1564,10798,1052,17937
LGA56620,5,4,32,3,0,64,0,41,6,0,88,53,18,6,29,4,58,830,79,1124,0,0,0,0,5,4,0,0,0,0,0,63,94,167,8,46,4,16,131,76,38,14,37,5,90,894,170,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,46,3,16,118,69,28,14,29,5,78,618,33,915,0,0,0,0,6,0,5,0,0,0,4,45,95,142,8,46,3,16,131,74,37,14,35,5,84,661,127,1065
LGA56730,205,82,245,56,21,717,954,840,309,16,594,418,89,182,894,67,623,5530,350,9214,9,13,5,0,12,6,3,8,6,0,10,37,1354,1427,1216,972,383,73,753,562,131,270,1106,155,874,5629,1725,11358,0,0,0,0,0,0,0,0,5,0,0,7,0,6,62,23,24,9,67,59,7,19,45,10,34,108,12,311,62,30,24,9,67,59,7,19,46,10,30,110,12,320,1139,802,350,68,673,491,126,240,1006,131,739,3990,278,7772,15,6,3,0,10,9,0,9,3,5,13,32,1129,1201,1215,837,381,73,743,556,132,269,1059,149,785,4131,1415,9299
LGA56790,49,12,65,10,6,192,291,199,80,9,159,122,27,59,166,21,147,1602,131,2602,4,0,0,0,4,3,0,0,0,0,0,11,412,434,368,222,111,20,190,159,37,80,215,38,213,1623,549,3227,0,0,0,0,0,0,0,0,0,0,0,4,0,6,21,9,8,0,12,19,3,4,8,6,14,33,0,92,25,9,8,0,12,19,3,4,8,6,14,33,0,95,336,184,99,23,170,137,36,71,196,33,183,1234,116,2272,10,3,3,0,9,0,0,3,3,0,3,10,346,377,368,200,111,20,190,157,37,80,215,40,201,1279,459,2744
LGA56860,3,0,4,0,0,15,16,15,15,3,11,7,5,3,23,3,11,109,19,185,0,0,0,0,0,0,0,0,0,0,0,0,47,50,24,17,16,3,19,13,5,8,27,7,15,107,64,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8,0,0,0,0,0,4,0,0,5,0,0,0,0,8,24,16,12,3,13,10,4,12,20,7,14,78,10,153,0,0,0,0,0,3,0,0,3,0,0,0,51,59,24,21,16,3,19,13,5,8,23,7,15,82,56,217
LGA56930,10,5,13,4,0,45,87,110,64,0,25,50,4,10,78,6,84,1035,68,1489,0,0,0,0,0,0,0,0,0,0,0,5,50,59,92,113,63,9,31,56,4,13,87,15,95,1050,118,1597,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,3,0,5,12,0,5,3,3,3,10,0,26,4,7,3,0,5,12,0,5,3,3,3,12,0,33,85,93,58,9,26,49,4,11,77,10,85,801,45,1238,0,0,0,0,0,0,0,0,0,0,0,4,53,56,92,95,63,9,31,56,4,13,80,15,88,816,100,1326
LGA57000,4,0,3,0,0,7,36,40,10,0,21,10,0,4,24,5,18,299,14,430,0,0,0,0,0,0,0,0,0,0,0,0,188,188,39,41,10,0,18,14,0,3,26,5,22,305,204,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,8,37,37,10,0,22,14,0,3,26,5,15,238,11,366,0,0,0,0,0,0,0,0,0,0,0,3,165,169,39,33,10,0,18,14,0,3,26,5,15,250,175,541
LGA57080,242,43,251,64,9,624,913,1526,487,15,597,534,100,172,2037,95,1355,18695,537,25048,11,15,0,0,9,10,0,0,17,0,17,103,2646,2799,1093,1622,551,92,689,622,136,236,2293,140,1623,18861,3195,28463,4,0,0,0,0,0,0,0,3,0,0,51,0,57,61,36,38,10,30,41,7,17,53,16,41,198,18,419,62,35,38,10,30,41,7,17,62,16,43,245,18,474,1029,1529,503,80,651,572,126,214,2215,130,1521,16804,512,23356,6,12,5,3,5,8,5,4,9,0,9,115,2483,2637,1093,1571,547,92,682,625,136,238,2281,140,1571,17159,3008,26472
LGA57140,25,7,23,16,0,77,104,82,40,3,62,55,3,26,86,5,55,500,46,909,0,0,0,0,0,0,0,0,0,0,0,0,52,48,129,93,48,7,68,62,13,31,113,13,82,512,99,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,5,0,0,8,13,0,31,9,0,0,0,5,7,0,6,0,0,8,13,0,34,116,82,45,3,69,61,13,28,104,11,73,368,29,782,4,0,0,0,0,0,0,0,0,0,0,4,47,54,127,78,48,7,72,66,13,31,107,13,79,378,77,866
LGA57210,118,35,151,22,10,354,502,387,172,7,205,204,29,85,407,43,310,2718,152,4447,3,0,0,0,5,4,0,0,7,0,0,27,545,591,637,451,217,45,264,284,47,135,531,77,462,2759,704,5388,0,0,0,0,0,0,0,0,0,0,0,3,0,4,47,7,18,0,23,29,4,15,24,7,17,60,6,181,47,9,18,0,26,30,4,17,26,9,17,61,6,179,570,372,185,24,236,247,40,115,462,66,385,2002,140,3767,23,6,9,19,3,13,4,0,9,4,22,33,445,541,637,381,217,45,259,284,47,135,504,77,422,2099,592,4488
LGA57280,66,29,131,38,16,322,422,935,130,3,425,208,68,88,672,37,570,9699,509,12946,4,10,0,0,6,4,6,0,7,0,7,119,2261,2417,474,972,151,18,497,253,91,94,748,71,710,9855,2791,15684,0,0,0,0,0,0,0,0,0,0,0,26,0,27,19,9,12,0,18,10,4,4,21,4,22,104,7,195,21,9,12,0,19,10,4,4,20,4,23,130,8,222,444,788,137,17,459,233,84,86,687,64,552,6682,372,9644,3,7,3,0,11,5,0,0,3,0,0,89,1816,1937,471,803,146,18,486,247,92,87,710,74,575,6904,2196,11803
LGA57350,16,8,14,0,3,54,84,57,34,0,45,40,19,16,54,0,36,388,31,661,0,0,0,0,0,0,0,0,5,0,0,0,244,244,102,61,39,4,54,59,25,23,65,10,49,393,271,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,4,4,0,0,3,7,0,18,7,0,0,0,3,3,4,4,0,0,3,7,0,18,95,54,32,4,49,56,22,21,60,10,38,292,28,581,0,0,0,0,0,0,0,0,0,0,0,0,206,206,102,57,39,4,54,58,25,23,65,10,39,293,231,812
LGA57420,21,8,38,11,0,89,153,137,52,0,70,80,9,39,136,7,90,1203,59,1784,0,0,0,0,0,0,0,0,0,0,0,15,183,205,190,144,63,11,81,90,16,56,162,10,128,1232,239,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,6,9,0,4,11,0,3,14,6,52,17,4,0,0,6,9,0,4,11,0,3,10,6,50,173,122,54,6,76,77,9,54,144,12,111,889,43,1465,0,0,0,0,0,3,0,0,0,0,0,12,159,175,190,127,60,11,80,92,14,55,157,10,116,914,203,1688
LGA57490,2140,465,2755,676,178,6912,9404,10436,3027,111,5140,3689,712,1838,11434,647,8123,78236,4465,120628,95,71,29,10,35,39,10,24,59,12,53,554,7307,8132,11659,11544,3820,639,6319,4832,1099,2650,13629,1126,10927,79465,11949,135678,139,88,20,0,28,24,4,5,197,6,137,1705,61,2242,1004,316,368,53,600,543,105,265,890,102,748,1895,136,4717,1142,404,387,57,625,561,102,275,1087,103,891,3600,195,6957,10380,8891,3352,548,5581,4178,953,2294,11593,1001,8570,52620,3253,92576,108,57,40,29,68,52,15,38,85,22,67,338,6064,6715,11631,9357,3777,634,6275,4791,1079,2603,12761,1120,9525,56558,9514,106248
LGA57630,0,0,0,0,0,3,11,5,0,0,9,9,0,5,4,0,0,41,3,67,0,0,0,0,0,0,0,0,0,0,0,0,41,41,12,5,0,0,9,10,0,5,4,0,0,43,38,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,5,0,0,8,9,0,5,0,0,0,41,3,65,0,0,0,0,0,0,0,0,0,0,0,0,41,41,12,5,0,0,9,10,0,5,4,0,0,46,38,113
LGA57700,311,80,455,147,17,1151,1714,2415,579,23,1113,707,132,339,2415,139,1728,19911,1010,29162,22,14,3,0,5,10,0,0,17,4,13,138,1665,1861,2053,2599,709,113,1285,897,185,449,2742,218,2190,20192,2691,32173,0,3,0,0,0,0,0,0,6,0,0,45,4,62,128,47,48,3,70,81,17,39,97,18,73,299,14,665,133,52,48,3,72,81,17,39,104,18,72,342,14,725,1902,1985,646,101,1195,796,164,388,2451,197,1792,13266,713,21891,15,14,7,3,6,13,5,6,12,3,10,100,1403,1542,2047,2052,701,113,1271,884,176,439,2571,218,1881,13711,2124,24159
LGA57770,10,0,12,0,6,33,56,56,25,0,44,30,0,13,56,7,32,577,31,831,0,0,0,0,0,0,0,0,0,0,0,8,161,166,68,59,32,0,46,41,0,15,66,8,46,583,198,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,6,7,0,4,4,0,0,13,5,27,10,0,3,0,6,7,0,4,4,0,0,15,5,34,55,50,33,0,41,30,0,11,60,8,38,440,35,694,3,0,0,0,0,0,0,0,3,0,0,5,125,135,69,47,32,0,42,41,0,9,69,8,43,460,159,860
LGA57840,508,170,610,144,67,1826,2531,2764,1106,38,1240,1232,184,416,2876,183,2586,27141,1133,39352,26,19,17,10,12,26,8,3,26,7,24,177,1956,2233,3066,2955,1339,407,1516,1651,284,560,3416,357,3220,27459,3156,43405,0,3,0,0,0,0,0,0,4,0,3,68,0,79,147,55,86,28,80,133,15,41,86,23,105,331,18,786,147,57,86,28,80,130,15,41,96,23,108,394,18,865,2888,2632,1231,303,1414,1488,262,508,3194,329,2887,21702,1003,34339,30,9,10,73,16,17,6,10,23,6,16,78,1753,1973,3065,2696,1333,407,1509,1641,282,553,3305,351,3012,22180,2774,37180
LGA57910,2891,904,4039,1100,199,11031,12734,13869,5032,339,7054,5931,1032,2230,15104,926,12598,142906,6091,204030,167,120,61,69,94,81,21,33,133,35,126,1003,9736,11311,16267,15225,6266,1999,9016,8003,1662,3225,18123,1865,16760,145008,16023,226369,25,25,11,0,9,6,0,0,28,0,24,393,16,503,794,252,376,101,482,652,128,241,467,156,490,1535,112,3848,822,277,390,100,491,658,127,242,497,161,508,1928,132,4353,15198,13156,5772,1624,8383,7182,1458,2897,16883,1643,14784,110120,5033,174074,225,85,63,272,94,122,41,51,154,59,219,629,8311,9674,16242,13520,6223,2000,8969,7961,1627,3192,17529,1856,15519,112676,13476,188101
LGA57980,165,40,197,67,18,639,1051,1125,503,23,394,468,72,190,1317,94,1093,10759,410,15762,10,10,10,0,7,3,0,5,5,3,3,64,759,867,1232,1196,579,158,480,580,92,236,1495,139,1297,10895,1183,17267,0,0,0,0,0,0,0,0,3,0,4,39,3,54,62,20,45,6,23,44,5,6,40,14,43,148,8,362,64,20,46,6,23,50,7,6,48,14,45,190,14,412,1134,1023,517,92,440,513,80,221,1381,117,1150,8343,360,13312,30,13,13,57,14,17,8,13,29,11,17,34,675,809,1229,1051,571,158,475,576,89,238,1456,141,1211,8564,1043,14538
