POA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
POA6061,0,33,29,125,53,47,10,6,0,309,0,0,12,166,9,6,5,5,3,211,0,4,14,56,16,30,45,51,20,232,0,0,3,12,4,0,0,0,0,23,0,0,0,30,10,0,0,0,0,45,0,3,0,10,0,6,4,0,0,19,5,35,25,133,23,22,31,20,3,295,0,0,0,0,0,0,6,7,0,8,0,4,11,45,3,9,12,7,3,102,0,13,46,214,78,47,36,17,7,457,0,3,9,46,5,0,0,0,0,62,0,0,0,7,0,0,7,8,8,33,7,26,52,159,66,49,35,16,4,419,0,3,8,63,46,41,75,16,9,264,0,16,102,230,10,5,0,0,0,360,0,0,0,5,0,0,0,0,0,3,0,36,61,111,87,24,4,0,0,329,0,0,0,25,12,9,28,9,7,87,0,0,0,8,0,0,0,0,0,12,0,0,0,24,8,20,21,17,4,93
POA6062,0,3,6,18,8,7,0,0,0,51,0,4,0,89,10,6,13,5,7,133,0,7,8,36,20,42,140,135,52,446,0,0,0,4,4,0,0,0,0,11,0,0,0,36,3,0,0,0,0,46,0,0,0,9,0,0,4,0,0,17,0,10,12,123,50,37,41,43,6,314,0,0,0,0,0,3,6,3,0,20,0,0,3,29,5,13,7,10,0,75,0,0,5,20,15,22,36,12,3,107,0,6,13,37,3,0,0,0,0,64,0,0,3,4,3,13,11,16,4,53,0,23,35,133,61,57,42,14,0,366,0,0,0,8,16,14,10,11,0,64,0,4,36,65,4,0,3,0,0,115,0,0,0,0,4,0,0,0,0,5,0,27,49,84,59,22,6,0,0,252,0,0,0,14,10,9,17,4,3,66,0,0,0,0,0,0,0,0,0,5,0,0,0,13,11,29,27,19,7,104
POA6063,0,10,6,46,24,21,3,0,0,108,0,0,0,27,3,0,4,4,0,44,0,0,4,3,8,7,10,10,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,8,0,10,4,27,13,19,24,5,0,99,0,0,0,0,0,0,0,3,0,4,0,0,8,18,10,6,4,5,0,43,0,6,10,56,33,20,30,11,0,166,0,0,0,8,0,0,0,0,0,14,0,0,0,5,0,0,4,0,4,12,3,11,33,65,28,47,18,3,0,199,0,0,0,11,0,3,5,0,0,19,0,7,0,27,6,3,3,0,0,46,0,0,0,0,5,0,0,0,0,3,0,9,18,47,29,17,0,0,0,129,0,0,3,3,5,8,9,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,15,5,6,51
POA6064,0,13,12,52,24,17,4,0,0,120,0,3,4,51,4,8,9,3,4,85,0,0,0,13,5,32,50,33,15,160,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,10,0,0,10,7,3,5,0,0,0,17,4,26,11,67,28,28,28,10,0,190,0,0,0,0,0,0,10,4,0,11,0,0,0,8,3,13,14,8,4,56,0,19,56,186,95,83,55,19,10,519,0,0,5,10,0,0,0,0,0,12,0,0,0,3,0,7,9,3,0,31,0,21,41,119,55,70,37,10,0,347,0,0,3,41,44,59,55,25,3,229,0,8,12,40,11,4,3,4,0,84,0,0,0,0,0,0,0,0,0,7,0,17,45,70,62,14,13,4,0,220,0,0,3,10,8,7,12,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,24,21,19,4,91
POA6065,0,3,7,45,33,12,3,0,0,106,0,24,28,202,43,22,24,10,0,360,0,0,8,21,18,35,58,31,13,187,0,0,0,4,0,0,0,0,0,4,0,0,6,21,4,6,0,0,0,36,0,0,0,8,6,6,6,0,0,27,0,10,29,115,45,42,30,8,0,281,0,0,0,0,0,3,4,0,0,12,0,5,10,40,13,19,19,3,0,102,0,0,0,22,24,15,7,4,5,92,0,0,3,16,9,0,0,0,0,29,0,5,0,3,11,7,24,16,5,79,8,70,89,346,205,155,93,24,4,1003,0,6,4,93,56,29,25,4,0,229,5,16,21,28,13,5,6,0,0,81,0,0,0,3,10,3,0,0,0,18,0,29,68,129,82,24,11,0,0,344,0,3,0,22,10,16,22,7,0,85,0,0,0,0,3,3,0,0,0,6,0,17,51,110,79,84,57,36,5,435
POA6066,0,0,15,44,26,16,3,0,0,109,0,0,0,26,6,10,5,5,0,48,0,0,0,0,3,19,14,6,5,55,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,10,0,12,12,36,13,23,36,13,5,144,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,12,5,0,31,0,0,14,76,29,22,17,10,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,22,0,19,29,77,47,52,31,7,0,265,0,0,3,14,9,16,7,4,0,58,0,3,6,19,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,19,25,36,32,13,4,0,0,133,0,0,0,5,0,7,5,3,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,21,13,9,0,59
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,4,26,8,9,0,0,0,52,0,3,8,58,18,13,14,3,0,115,0,0,0,12,3,10,25,3,4,67,0,0,6,3,0,5,0,0,0,13,0,0,0,17,0,0,0,0,0,19,0,0,0,4,0,4,0,0,0,7,0,9,6,33,21,11,6,7,0,91,0,0,0,3,0,4,6,3,6,16,0,0,14,34,20,15,10,0,0,96,0,0,0,31,18,16,4,3,0,67,0,0,0,4,0,0,0,0,0,4,0,0,4,9,5,8,11,15,6,53,14,101,140,398,185,144,67,21,0,1071,0,0,0,12,3,4,0,0,0,18,0,0,3,26,6,0,0,0,0,47,0,0,0,7,5,0,0,0,0,15,0,44,62,115,52,20,10,0,0,305,0,0,0,14,11,5,3,5,0,38,0,0,0,3,0,0,0,0,0,3,0,6,23,59,40,65,44,15,6,257
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,8,9,3,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,14
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,21,0,0,0,3,6,11,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,5,6,8,9,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,22
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,0,0,0,0,0,0,0,0,0,0,0,3,0,31,18,27,19,10,5,110,0,0,0,6,3,17,46,35,20,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,5,0,6,7,10,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,11,0,0,0,0,0,3,3,0,3,11,0,0,0,4,0,0,0,0,0,4,0,0,4,5,8,7,24,14,4,69,0,18,19,52,64,74,57,15,4,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,13,0,3,0,0,5,0,0,0,0,11,0,0,0,0,0,4,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,5,15,19,24,25,22,10,122
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,10,7,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,13
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,18,0,0,3,16,28,18,13,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,4,0,23
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,13,17,13,9,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,13,20,18,7,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,14
POA6084,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,4,0,15,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,15,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,14,0,7,11,47,36,40,28,8,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,14,0,0,45
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,6,0,3,3,0,0,14,0,0,0,43,10,8,8,4,0,78,0,0,3,23,5,11,13,11,21,91,0,0,0,7,0,0,0,0,0,16,0,0,0,33,7,0,6,0,0,50,0,0,0,0,0,0,0,0,0,3,4,0,19,68,17,25,14,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,17,0,0,0,11,8,11,4,0,0,30,0,4,48,120,5,0,0,0,0,173,0,0,0,5,4,3,11,0,5,28,0,8,17,103,41,49,27,6,0,239,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,3,3,3,0,46,0,0,0,4,4,0,0,0,0,7,0,3,17,29,9,0,3,0,0,65,0,0,0,7,0,6,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,13,13,8,0,69
POA6101,0,0,0,6,0,3,0,0,0,9,0,0,0,56,9,9,7,3,0,78,0,0,0,18,7,8,13,21,18,87,0,0,0,7,0,0,0,0,0,13,0,0,3,41,5,10,0,4,0,61,0,0,0,0,4,0,0,0,0,3,0,6,7,69,22,17,20,7,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,28,0,0,4,6,3,6,3,4,0,37,0,0,25,86,3,0,0,0,0,110,0,0,0,5,7,0,3,0,0,17,4,5,20,101,36,37,27,6,0,241,0,0,0,0,0,0,0,0,0,0,0,0,15,48,0,0,0,0,0,67,0,0,0,0,4,0,0,0,0,7,0,8,23,22,15,6,0,0,0,73,0,0,0,9,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,11,15,5,0,73
POA6102,0,0,0,8,0,5,0,0,0,19,0,0,5,19,5,3,10,3,0,47,0,0,0,11,0,0,12,11,12,51,0,0,6,0,0,0,0,0,0,12,0,0,0,63,9,3,0,0,0,77,0,0,0,0,0,0,3,0,0,6,0,6,89,135,15,6,18,6,0,279,0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,5,0,0,0,34,0,0,4,6,5,6,3,5,0,36,0,0,18,85,0,0,0,0,0,109,0,0,0,7,0,0,7,10,3,24,0,11,19,39,19,21,13,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,93,146,4,0,0,0,0,253,0,0,0,4,0,0,0,0,0,4,0,8,38,43,17,10,4,0,0,114,0,0,3,9,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,10,5,0,41
POA6103,0,0,3,0,4,0,0,0,0,18,0,0,5,28,0,4,0,0,0,41,0,0,0,15,4,4,6,9,4,34,0,4,0,6,0,0,0,0,0,8,0,0,8,32,9,0,7,0,0,51,0,0,0,6,5,0,0,0,0,12,0,5,8,59,12,12,9,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,29,0,0,0,13,5,8,0,0,5,26,0,0,10,43,0,4,0,0,0,60,0,0,0,4,6,0,0,0,0,7,0,6,9,78,25,28,12,0,0,166,0,0,0,3,0,4,0,0,0,8,0,7,13,49,5,0,0,0,0,72,0,0,0,3,0,0,0,0,0,9,0,3,15,37,7,5,0,0,0,66,0,0,0,0,4,4,3,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,6,5,8,5,8,3,36
POA6104,0,0,4,0,0,0,3,0,0,15,0,0,5,54,9,11,12,4,3,91,0,0,0,12,8,6,8,17,6,50,0,0,0,3,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0,40,0,0,0,3,4,0,5,7,0,14,0,0,7,65,15,9,14,6,0,121,0,0,0,0,0,0,7,0,0,12,0,0,0,13,3,0,0,0,0,25,0,0,0,11,9,14,7,4,0,43,0,0,7,33,3,0,0,0,0,44,0,0,0,0,0,0,4,12,3,23,5,23,23,106,53,58,36,8,0,305,0,0,0,0,0,0,0,0,0,3,0,9,18,47,7,7,0,0,0,96,0,4,0,0,0,0,0,0,0,8,3,15,23,46,26,6,4,0,0,118,0,0,0,3,0,3,5,0,0,16,0,0,0,3,0,4,0,0,0,10,0,0,0,7,9,19,9,12,0,58
