POA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA6072,5,0,0,0,5,0,0,5,49,0,0,0,53,0,0,0,53,0,0,53,43,3,0,0,41,0,0,0,41,0,0,41,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,92,0,0,3,105,0,0,0,105,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,10,0,0,0,10,0,0,10,104,0,0,3,108,0,0,0,108,0,0,114,23,3,0,0,30,0,0,0,30,4,3,37,0,0,0,0,0,0,0,0,0,0,0,0,130,7,0,3,145,0,0,0,145,5,3,147
POA6073,8,0,0,0,8,0,0,8,91,18,0,4,121,4,0,5,128,5,0,135,153,21,8,0,180,0,0,0,180,0,0,179,10,6,0,0,19,0,0,0,19,0,0,19,0,0,0,8,8,0,0,0,8,0,0,8,260,51,12,8,329,4,0,5,331,6,0,337,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,13,0,0,0,13,0,0,13,16,0,0,0,16,0,0,0,16,0,0,16,273,51,12,8,345,4,0,5,347,6,0,358,84,9,0,8,96,0,0,0,96,12,0,109,0,0,0,0,0,0,0,0,0,0,0,0,356,54,14,15,438,5,0,4,445,17,0,466
POA6074,0,0,0,0,0,0,0,0,25,4,5,0,32,0,0,0,32,0,0,33,60,5,4,0,67,0,0,0,68,3,0,71,6,4,4,0,11,0,0,0,11,0,0,11,0,0,0,0,4,0,0,0,4,0,0,4,89,11,7,0,111,0,0,0,118,8,0,118,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,3,0,0,3,92,17,7,0,114,0,0,0,118,8,0,122,19,3,5,0,28,0,0,0,28,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,108,24,11,0,140,0,0,0,145,8,0,151
POA6076,130,4,0,4,135,16,0,143,895,110,30,10,1043,9,13,18,1060,63,0,1123,1635,173,49,7,1868,6,0,6,1869,24,7,1901,123,19,22,0,167,0,0,0,167,4,0,172,14,0,0,15,26,0,0,0,26,0,0,26,2668,300,100,27,3091,15,13,27,3117,89,7,3219,14,0,0,0,14,0,0,0,13,0,0,13,40,4,3,0,47,0,0,0,45,0,0,45,51,4,3,0,58,4,0,4,58,0,0,62,2715,300,98,28,3150,17,13,26,3182,91,7,3277,560,33,24,11,628,9,5,10,643,68,3,710,6,0,0,4,10,0,0,0,10,0,9,19,3288,336,127,45,3792,24,16,36,3825,159,19,4009
POA6077,15,0,0,0,15,0,0,17,55,0,0,0,56,0,0,0,56,3,0,60,77,18,0,4,103,0,0,0,103,6,0,105,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,6,6,0,0,0,6,0,0,6,138,21,0,9,173,0,0,0,173,10,0,177,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,8,0,0,0,5,0,0,5,144,21,0,9,177,0,0,0,180,10,0,187,34,3,0,0,34,3,0,3,37,4,0,43,0,0,0,0,0,0,0,0,0,0,4,4,173,26,0,12,214,7,0,7,218,11,4,233
POA6078,10,0,0,0,10,0,0,10,39,0,0,0,39,5,0,5,40,10,0,51,70,11,0,0,85,4,0,4,87,0,0,84,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,114,11,0,0,126,5,0,5,138,7,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,10,0,0,131,5,0,5,134,7,0,140,9,3,0,0,14,0,0,0,14,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,121,17,0,0,144,5,0,5,151,13,0,161
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,19,0,0,0,19,4,0,16,208,29,8,3,247,0,0,0,246,7,0,251,345,19,13,0,381,4,0,4,383,14,0,392,33,3,7,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,586,56,22,3,663,3,0,3,670,16,0,686,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,8,0,0,8,3,6,0,0,8,0,0,0,9,0,0,9,587,56,22,3,670,9,0,9,680,16,0,697,183,11,8,0,200,5,0,5,211,9,0,215,0,3,0,8,6,0,0,0,6,0,0,6,767,69,30,9,881,16,0,16,896,23,0,918
POA6082,13,0,0,0,13,4,0,17,93,21,14,0,119,0,0,0,119,11,8,137,182,33,5,0,214,0,0,0,211,0,0,215,13,8,6,0,22,0,0,0,22,0,0,22,0,0,0,7,7,0,0,0,7,0,0,7,281,51,27,7,367,0,0,0,370,14,8,384,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,17,0,0,0,17,0,0,0,17,0,0,17,295,51,27,7,377,0,0,0,379,14,8,399,95,11,12,3,121,3,0,5,125,9,0,132,0,0,0,0,0,0,0,0,0,0,0,0,394,61,40,14,500,3,0,0,507,27,8,532
POA6083,20,0,0,0,20,0,0,20,131,17,0,0,151,0,0,0,153,8,0,165,202,29,14,3,245,0,0,0,251,4,0,258,12,3,4,0,19,0,0,0,19,4,0,18,0,0,0,3,4,3,0,3,4,0,0,4,337,55,20,5,420,9,0,9,428,17,0,445,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,5,0,0,5,8,4,0,0,9,0,0,0,9,0,0,9,345,55,23,5,430,9,0,9,431,17,0,454,100,8,7,0,116,5,0,5,114,4,0,123,0,0,0,0,0,0,0,0,0,0,0,6,446,61,24,13,543,7,0,7,552,23,0,575
POA6084,27,0,0,0,27,0,0,28,405,36,5,0,443,3,0,3,451,18,0,470,445,47,28,9,526,6,0,6,535,12,0,543,47,8,14,0,72,0,0,0,72,0,0,72,12,0,0,9,23,0,0,0,23,0,0,25,911,89,46,23,1068,10,0,16,1082,26,0,1110,5,3,0,0,12,0,0,0,12,3,0,12,14,3,0,0,18,0,0,0,21,0,0,21,19,7,4,0,30,0,0,0,30,3,0,33,927,92,47,23,1094,10,0,19,1108,33,0,1144,266,31,20,9,332,0,4,0,334,29,0,370,0,0,3,0,3,0,0,0,3,0,6,5,1191,124,73,34,1430,10,5,17,1444,65,11,1523
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,25,0,0,0,22,0,0,22,423,61,3,0,489,3,4,10,502,21,0,524,640,112,23,3,776,6,3,13,784,17,4,806,70,18,7,0,98,0,0,0,98,0,0,103,7,0,0,6,9,0,0,0,9,0,0,11,1138,193,30,8,1367,13,9,18,1391,37,4,1434,33,0,0,0,37,0,0,0,36,0,0,33,41,4,0,0,44,6,0,6,49,0,0,49,75,8,0,0,77,4,0,4,82,0,0,89,1211,202,30,8,1449,18,9,25,1476,43,4,1521,299,50,10,0,365,9,0,8,375,33,0,411,3,0,0,0,9,0,0,0,9,6,3,12,1520,247,40,13,1818,26,12,35,1859,79,10,1946
POA6101,47,0,0,0,47,10,0,56,520,80,3,0,605,8,0,10,618,18,0,639,867,126,21,10,1020,7,3,8,1030,34,0,1063,116,15,19,0,151,6,0,5,154,4,3,162,4,0,0,8,8,0,0,0,8,0,0,8,1511,220,47,14,1793,16,4,23,1811,59,8,1873,9,3,0,0,8,0,0,0,8,0,0,14,45,9,0,0,58,4,0,7,61,0,0,61,53,10,0,0,61,4,0,7,71,0,0,74,1564,222,47,14,1853,24,3,30,1883,64,3,1950,367,67,13,13,454,9,4,15,473,58,3,531,0,0,0,3,3,0,0,0,3,0,0,6,1929,293,59,34,2310,29,15,43,2354,122,10,2486
POA6102,27,0,0,5,32,4,0,38,280,35,0,4,324,9,0,9,324,7,0,338,374,95,6,4,480,8,0,8,489,28,0,518,42,12,3,0,58,0,0,0,58,0,0,58,0,0,0,4,5,0,0,0,6,0,0,6,700,137,13,14,863,19,0,21,884,31,0,920,11,0,0,0,15,3,0,3,19,0,0,19,13,3,0,0,19,5,0,5,21,3,0,25,30,3,0,0,33,10,0,10,39,3,0,40,726,142,13,14,897,26,0,29,924,41,0,967,229,69,4,7,315,26,12,30,345,55,3,408,3,0,0,0,5,0,0,0,5,0,0,13,961,219,21,26,1222,44,10,58,1282,95,6,1378
POA6103,21,0,0,0,21,0,0,25,232,31,6,6,279,4,0,4,283,16,0,302,378,51,11,6,445,7,0,7,450,6,0,456,33,3,10,5,47,0,0,0,47,0,0,50,6,0,0,6,16,0,0,0,16,0,0,16,654,94,23,16,784,8,0,9,794,25,0,820,10,4,0,0,14,0,0,0,14,0,0,14,28,8,0,0,31,0,0,3,34,0,0,34,33,9,0,0,41,0,0,3,48,0,0,48,683,99,23,16,827,16,4,14,839,25,0,866,253,41,0,9,317,4,5,11,324,45,0,370,0,0,0,0,3,0,0,0,3,0,5,6,944,140,30,30,1140,17,5,24,1168,75,5,1243
POA6104,29,0,0,0,33,3,0,37,419,55,10,4,493,7,0,10,503,33,0,531,535,75,15,3,632,18,3,17,650,18,0,664,68,3,3,0,79,3,0,10,89,4,0,91,8,0,0,11,20,0,0,0,21,0,0,21,1031,144,33,23,1227,28,4,31,1261,46,3,1310,19,8,0,0,24,0,4,4,35,7,0,36,26,6,5,0,35,4,0,8,42,7,0,48,49,15,5,0,63,4,4,9,73,9,0,83,1080,156,34,25,1291,34,12,47,1332,59,3,1396,344,58,12,6,419,24,13,30,450,82,0,536,0,0,0,6,6,0,0,0,6,0,15,23,1424,217,41,39,1714,53,18,78,1794,146,20,1957
POA6105,51,0,0,0,50,13,0,61,516,72,13,10,611,9,9,15,625,58,0,687,643,116,12,15,782,11,6,22,801,19,5,824,68,5,9,0,79,0,0,0,79,5,0,79,4,0,0,10,17,0,0,0,17,0,0,22,1232,202,26,30,1489,19,17,39,1524,80,5,1613,3,6,0,0,15,3,0,3,14,3,0,19,38,9,0,0,44,0,0,0,49,7,0,54,43,13,0,0,60,3,0,3,62,9,0,72,1269,213,32,30,1545,24,17,41,1585,91,5,1685,536,153,20,10,721,18,17,28,753,149,6,909,0,0,0,6,12,0,0,0,12,0,14,27,1813,366,48,53,2282,42,30,73,2352,245,26,2618
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,222,13,3,17,235,40,5,283,1767,243,27,11,2051,27,5,30,2075,103,7,2187,2169,461,42,20,2686,44,24,69,2757,96,11,2867,259,44,31,0,330,0,0,0,330,5,0,338,31,5,5,26,66,0,0,0,66,4,9,82,4236,754,95,62,5138,65,30,97,5234,214,25,5470,92,30,0,0,122,15,0,15,129,4,0,132,183,31,0,0,216,0,0,0,216,8,0,227,272,63,0,0,336,12,0,16,348,13,0,361,4506,812,97,62,5474,85,28,111,5585,226,27,5837,1902,496,48,76,2529,134,40,173,2703,423,0,3127,12,3,0,31,50,0,0,0,50,0,28,84,6421,1313,147,170,8050,220,67,283,8336,654,57,9046
POA6108,118,3,0,3,127,25,0,152,703,114,16,14,857,24,3,24,881,66,5,946,1154,212,31,9,1400,15,3,21,1417,66,8,1494,75,13,23,4,112,0,0,0,113,4,0,121,25,8,0,11,41,0,0,0,41,3,0,39,1959,341,66,37,2402,34,9,45,2447,131,18,2597,28,8,0,3,42,4,0,4,43,3,0,51,73,21,3,0,96,5,3,11,109,7,0,115,104,27,3,8,135,17,3,16,156,14,0,166,2059,372,66,43,2538,51,12,58,2603,151,18,2764,899,253,28,30,1213,33,11,41,1255,218,0,1468,12,0,0,12,23,0,0,0,23,0,26,46,2965,629,93,84,3774,83,21,103,3881,369,40,4285
POA6109,73,3,0,3,75,14,0,92,389,57,7,0,447,11,0,11,455,16,3,472,494,108,13,5,619,0,11,10,636,49,0,682,52,17,0,3,74,6,0,6,83,4,4,90,8,0,0,17,23,0,0,0,23,0,4,35,936,183,20,29,1172,14,11,27,1197,71,12,1281,19,0,0,0,19,3,0,3,23,11,0,33,43,26,0,0,64,4,5,9,73,5,0,77,55,26,0,4,87,9,5,10,99,16,0,112,993,205,20,32,1254,27,13,37,1295,85,12,1390,648,154,13,15,835,36,4,42,872,142,3,1023,14,0,0,11,23,0,0,0,23,3,7,35,1660,366,30,65,2120,62,14,81,2192,228,22,2450
POA6110,195,0,3,4,197,29,5,231,1698,225,33,7,1967,36,11,46,2017,109,4,2128,2247,329,61,44,2678,41,13,53,2733,95,0,2827,221,54,21,0,298,0,0,0,298,6,0,303,25,0,0,40,71,3,0,3,71,7,8,83,4198,608,116,93,5012,79,23,105,5119,210,14,5337,46,22,0,0,74,9,5,16,85,5,0,93,121,30,6,4,154,3,4,14,165,5,0,175,168,52,6,4,230,17,6,25,253,10,0,264,4365,657,121,94,5240,103,29,130,5370,226,14,5604,2035,402,77,47,2565,113,36,150,2711,391,10,3115,8,5,0,20,34,3,0,3,39,4,28,68,6409,1067,192,168,7842,219,63,280,8119,618,47,8792
POA6111,71,0,0,0,71,6,0,84,685,101,16,4,806,6,0,6,810,54,0,866,1101,135,31,10,1274,9,7,18,1289,45,0,1335,93,7,18,3,123,0,0,0,123,0,0,120,7,0,0,6,21,3,0,3,25,0,3,28,1878,250,62,27,2212,23,7,27,2244,99,3,2344,21,0,0,0,28,0,0,0,30,0,0,30,45,3,4,0,55,6,5,10,64,9,0,72,68,9,7,0,83,9,5,13,94,9,0,98,1947,255,70,28,2302,29,5,37,2340,107,3,2448,772,113,36,21,945,18,9,23,966,133,0,1099,3,0,0,3,0,0,0,0,0,0,10,18,2726,369,105,52,3248,45,17,63,3315,237,15,3560
POA6112,208,4,0,5,215,16,0,236,3011,407,67,28,3504,41,16,62,3568,163,4,3734,4643,594,108,42,5382,68,18,87,5464,133,3,5606,453,92,77,3,621,9,3,12,632,20,0,651,62,9,0,45,119,8,0,8,119,3,10,133,8168,1096,248,113,9628,120,39,163,9783,318,22,10123,146,10,0,5,157,13,0,12,171,19,0,192,270,40,14,4,320,3,5,17,330,20,0,352,408,47,15,4,473,19,10,30,500,40,0,545,8580,1146,262,120,10101,137,47,191,10291,358,23,10671,3213,374,112,73,3776,118,5,129,3906,390,17,4311,17,3,0,20,40,0,0,0,40,0,36,76,11807,1526,372,216,13917,257,59,319,14232,753,70,15064
POA6121,13,0,0,0,13,0,0,13,139,18,8,0,167,0,0,0,167,0,0,167,236,20,7,0,262,0,0,0,262,4,0,266,12,0,4,0,18,0,0,0,18,0,0,18,0,0,0,4,4,0,0,0,4,0,6,4,386,43,18,4,451,0,0,0,451,5,6,461,0,3,0,0,3,0,0,0,3,0,0,3,4,3,0,0,8,0,0,0,8,0,0,8,4,9,0,0,9,0,0,0,9,0,0,9,393,43,18,4,460,0,0,0,460,5,6,465,72,16,4,3,94,10,0,10,104,8,0,118,0,4,0,0,3,0,0,0,3,0,4,7,466,65,23,7,561,10,0,10,570,20,6,595
POA6122,47,0,0,0,47,3,0,51,1076,96,22,0,1195,14,0,12,1210,47,0,1255,1590,132,68,12,1798,14,0,14,1813,19,3,1833,162,12,49,4,224,0,0,0,224,5,8,238,18,4,0,13,37,0,0,0,37,0,4,40,2842,244,138,32,3259,28,0,29,3286,75,12,3370,13,9,0,0,19,9,0,4,25,0,0,26,92,0,0,0,102,0,0,0,102,4,4,104,101,13,0,0,115,9,0,4,126,5,4,135,2948,251,140,34,3375,32,0,36,3412,78,17,3501,1077,101,59,49,1292,16,9,21,1312,81,15,1403,15,0,0,7,19,0,0,0,19,0,8,32,4037,350,205,95,4685,43,8,51,4740,153,36,4932
POA6123,3,0,0,0,5,0,0,5,68,0,9,0,78,0,0,0,78,0,0,80,145,19,3,0,169,0,0,0,172,7,0,177,20,0,0,0,22,0,0,0,22,4,0,21,3,0,0,0,3,0,0,0,3,0,0,3,232,26,16,0,272,0,0,0,277,6,0,285,0,3,0,0,3,0,0,0,3,0,0,3,0,0,4,0,4,0,0,0,6,0,0,6,0,3,4,0,5,0,0,0,7,0,0,7,232,23,21,0,278,9,0,9,280,6,0,292,98,10,3,4,119,0,0,0,119,0,0,122,0,0,0,0,0,0,0,0,0,0,4,4,329,36,24,4,396,9,0,9,405,10,4,415
POA6124,4,0,0,0,4,0,0,4,40,3,0,0,42,4,0,4,47,5,0,48,56,8,3,0,68,0,0,0,68,3,0,72,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,5,5,0,0,0,5,0,0,5,101,10,3,0,112,4,0,4,118,8,0,125,0,3,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,6,3,0,0,7,0,0,0,7,0,0,7,109,13,3,0,124,4,0,4,130,8,0,133,64,7,0,4,74,0,0,0,74,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,175,14,3,9,195,4,0,4,199,13,0,212
POA6125,4,0,0,0,4,0,0,4,124,15,0,0,139,4,0,4,143,0,0,143,185,16,23,0,216,0,0,0,221,13,0,236,18,0,4,0,23,3,0,3,26,0,0,26,0,0,5,5,15,0,0,0,15,0,0,15,325,33,25,7,390,12,0,12,402,13,0,416,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,8,0,0,0,8,0,0,8,328,33,34,7,398,12,0,12,409,13,0,422,99,11,3,0,122,0,0,0,122,9,0,129,0,0,0,0,0,0,0,0,0,0,0,0,426,47,36,12,516,12,0,12,531,23,0,556
POA6126,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,3,6,4,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,4,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,4,0,22,0,0,0,22,0,0,22,6,0,0,0,9,0,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,36,0,0,0,36,4,0,39
POA6147,87,0,3,4,92,13,0,102,434,70,13,0,510,13,3,16,526,45,0,571,698,172,16,5,897,9,5,16,915,40,0,953,54,0,3,0,60,0,0,0,60,4,0,65,0,0,0,14,17,0,0,0,17,4,3,19,1189,243,29,18,1481,22,8,29,1512,83,4,1610,14,7,0,0,24,0,7,8,30,4,0,33,42,13,0,0,59,7,3,5,66,7,0,73,59,18,0,0,82,3,6,11,92,11,0,101,1252,263,29,15,1565,28,14,43,1607,99,4,1714,548,141,20,14,717,16,4,18,741,130,4,872,3,0,0,3,12,0,0,0,12,0,10,21,1801,406,45,34,2291,41,17,62,2352,227,20,2599
POA6148,151,7,7,9,157,24,0,180,1014,114,7,4,1139,23,9,28,1171,70,0,1241,1316,181,21,6,1521,25,7,28,1547,46,6,1600,109,14,21,0,146,4,0,4,147,3,0,146,9,0,0,6,14,0,0,0,14,0,3,18,2441,309,54,18,2817,47,15,66,2884,112,12,3006,38,15,0,0,51,5,0,5,53,4,0,61,55,12,3,0,68,8,0,8,72,3,0,79,96,22,3,0,120,12,0,12,129,8,0,139,2536,331,54,18,2936,60,15,76,3016,123,12,3146,635,101,15,3,757,14,3,16,775,71,3,848,4,0,0,7,8,0,0,0,8,0,7,16,3170,432,72,24,3704,77,18,92,3799,195,15,4009
POA6149,138,4,0,5,141,28,0,166,1038,113,12,5,1173,17,7,19,1193,70,5,1265,1435,153,21,12,1619,21,9,32,1644,40,5,1690,72,20,14,4,107,0,0,0,107,0,0,111,3,0,0,12,15,0,0,0,15,0,3,18,2556,283,46,30,2911,39,8,48,2960,113,9,3082,28,0,0,0,32,5,0,5,37,3,0,39,63,5,0,0,63,7,0,7,71,0,0,76,85,5,0,0,92,11,0,16,106,8,0,112,2645,292,46,30,3008,49,10,61,3067,124,9,3199,525,53,19,14,604,18,0,20,625,38,0,665,0,0,0,5,9,0,0,0,9,0,7,16,3165,344,60,49,3614,68,13,78,3695,159,23,3877
POA6150,136,5,0,5,141,14,0,149,580,86,3,0,673,8,0,8,685,38,0,723,866,115,14,9,997,15,0,15,1011,37,0,1053,79,0,0,6,87,0,0,0,87,5,0,91,3,0,0,0,6,0,0,0,6,0,0,6,1532,203,19,14,1765,23,0,27,1790,73,0,1868,17,4,3,0,22,0,0,0,22,0,0,22,51,5,0,0,53,9,0,9,57,0,0,57,60,9,3,0,70,5,0,5,79,0,0,79,1593,213,19,14,1839,35,0,35,1871,73,0,1946,314,51,6,3,371,11,0,13,381,40,0,429,0,0,0,0,0,0,0,0,0,0,4,10,1908,261,27,14,2209,47,5,47,2255,123,6,2382
POA6151,90,4,0,4,92,9,0,102,656,93,10,0,755,16,0,12,765,32,3,798,902,110,12,5,1032,6,4,11,1045,29,0,1068,88,8,8,0,109,0,0,0,109,0,0,109,11,0,0,10,25,0,0,0,25,0,0,20,1664,212,31,16,1918,19,3,23,1945,58,5,2004,9,0,0,0,12,0,0,0,14,0,0,14,29,13,0,0,40,0,0,0,44,0,4,50,42,12,0,0,55,0,0,3,59,0,4,61,1704,225,31,18,1977,20,5,29,2005,55,5,2067,364,54,7,6,423,3,0,4,425,40,0,469,0,0,0,3,3,0,0,0,3,0,4,7,2066,276,40,25,2397,22,9,32,2436,99,15,2544
